"","cell_id","region","tile_num","x","y","z","x_tile","y_tile","size","DAPI2","IBA1","F4.80","Cld4","DAPI3","Cyp27a1p2","Olfm4","CD45","Ki67","Vimentin","CD19","BrdU","Lysozyme","Villin","ARG1","Cyp27a1","SMA","tsne_x","tsne_y","homogeneity"
"90067",103919,1,115,10729,12950,0,1509,42,1101,4298.0771484375,124.237060546875,47.122615814209,430.690277099609,3568.14453125,12.1380567550659,90.0445022583008,684.543151855469,28.0354232788086,89.6539535522461,530.455017089844,106.673934936523,1122.99633789062,2681.23876953125,193.108993530273,80.5095367431641,131.353317260742,4.70917224884033,-3.02534532546997,3.48554086685181
"298292",361042,1,164,24918,20047,0,946,1607,2075,4243.98974609375,117.350364685059,42.5325317382812,141.675659179688,3917.72436523438,21.4819278717041,64.5783157348633,206.462646484375,52.5681915283203,2089.11572265625,145.973495483398,83.5026473999023,347.545532226562,493.989868164062,129.150360107422,57.4120483398438,2547.87231445312,-9.07176971435547,6.43753004074097,3.47539210319519
"209794",251328,1,41,20013,4023,0,1573,335,1115,2664.35424804688,118.410758972168,49.6179389953613,155.485198974609,2578.98120117188,17.9587440490723,149.930038452148,379.226898193359,969.739929199219,63.5614356994629,187.436767578125,164.446640014648,370.025115966797,1193.89331054688,135.539016723633,81.1273574829102,52.3192825317383,8.85481357574463,5.16034126281738,3.48107552528381
"32311",35160,1,57,6900,6795,0,1368,1263,686,6888.0947265625,452.230316162109,81.2113723754883,195.983963012695,5882.896484375,24.023323059082,61.8396492004395,415.736145019531,410.676391601562,948.246337890625,263.448974609375,98.725944519043,413.714294433594,435.174926757812,107.930030822754,85.2186584472656,3327.17358398438,-2.15121507644653,7.25199556350708,3.31971383094788
"104952",121821,1,37,12358,3737,0,1294,49,507,7711.7890625,86.5660781860352,46.3195266723633,241.885604858398,6683.01171875,12.5246543884277,74.6587753295898,819.485229492188,3385.07885742188,101.867851257324,459.895477294922,172.313613891602,522.307678222656,635.481262207031,133.940826416016,90.7396469116211,463.524658203125,14.2503957748413,-2.13066911697388,3.25881886482239
"228665",275850,1,12,20779,1801,0,495,1801,1060,7333.78662109375,137.887741088867,66.9056625366211,360.266052246094,5387.5771484375,23.9339618682861,45.4160385131836,578.741516113281,300.670745849609,96.7009429931641,491.552825927734,195.389617919922,537.899047851562,1318.1650390625,209.804718017578,136.826416015625,81.2650909423828,3.64709162712097,-2.2908308506012,3.16275238990784
"279254",338122,1,168,23612,20946,0,1484,662,1053,3502.43115234375,254.276351928711,65.6353302001953,546.990478515625,3029.09887695312,13.2735042572021,149.319091796875,701.15478515625,879.021850585938,487.285858154297,503.468200683594,175.340927124023,1290.37414550781,12632.2529296875,397.939208984375,130.374176025391,385.323822021484,-14.9081249237061,2.22409462928772,2.9626088142395
"159996",189881,1,52,16305,6351,0,1553,819,4081,3952.501953125,141.893646240234,59.1695671081543,276.143829345703,3485.48974609375,13.2092628479004,174.095565795898,679.244079589844,30.6393032073975,642.523132324219,438.954681396484,95.9098281860352,756.201416015625,1392.24572753906,161.961532592773,94.8382720947266,964.204833984375,-0.859414041042328,2.41297459602356,3.54275512695312
"275354",333813,1,163,22942,19607,0,814,1167,1537,4375.953125,106.807418823242,51.2147026062012,279.0078125,4062.11645507812,22.7703323364258,56.2218589782715,656.715026855469,64.5940170288086,97.5575790405273,389.860107421875,227.461944580078,527.837341308594,3502.958984375,276.676635742188,106.443717956543,84.7573165893555,-6.02225828170776,10.6489429473877,3.41607975959778
"57029",63223,1,65,7464,8652,0,88,1276,1474,2519.70483398438,112.774085998535,47.1506118774414,239.120758056641,2176.81811523438,29.2639083862305,2787.74291992188,545.249633789062,483.039337158203,100.247627258301,135.460647583008,308.827667236328,3096.291015625,1050.54748535156,159.500671386719,73.2544097900391,436.537322998047,-10.5217170715332,-8.74945735931396,3.85375142097473
"256889",310561,1,43,22661,3726,0,533,38,1040,4971.6787109375,73.0519256591797,60.4951934814453,340.543273925781,3843.10180664062,34.9894218444824,37.0836524963379,518.8115234375,36.8884620666504,44.8682708740234,414.538452148438,145.746154785156,453.044219970703,3694.17797851562,245.460571289062,125.579811096191,23.2605762481689,-7.6371922492981,11.5385818481445,3.30273914337158
"111048",129123,1,84,11396,9587,0,332,367,2764,6210.94482421875,125.829597473145,53.0539054870605,359.633850097656,5663.22216796875,18.4435596466064,2584.11694335938,1158.56481933594,1824.3896484375,190.959121704102,578.754699707031,248.298477172852,982.866149902344,1622.48583984375,240.654846191406,107.245300292969,450.140747070312,-12.1635093688965,-4.81692981719971,3.50783085823059
"188891",225894,1,81,17199,9425,0,603,205,856,2100.50708007812,40.2745323181152,25.6039714813232,57.8633193969727,1854.31420898438,8.12967300415039,32.2067756652832,72.2348098754883,22.9941596984863,538.084106445312,50.2032699584961,52.8878517150879,171.622665405273,315.644866943359,45.5163536071777,47.6997680664062,1658.71850585938,-8.16854953765869,-11.4261026382446,3.59839057922363
"4259",4683,1,90,1392,10058,0,1392,838,1076,6008.0224609375,359.979553222656,29.3791828155518,184.989776611328,4720.08349609375,19.1040897369385,78.9962844848633,275.969329833984,54.6821556091309,1401.97399902344,186.680297851562,98.6347579956055,475.683074951172,360.990692138672,94.5,84.2230453491211,1576.68591308594,-11.114538192749,5.2309947013855,3.32361316680908
"83000",95569,1,66,10784,8341,0,1564,965,1473,5836.384765625,115.472503662109,50.3353691101074,336.439239501953,5266.44287109375,12.8071966171265,193.016967773438,1037.82556152344,2315.07739257812,151.169723510742,543.528198242188,212.3095703125,724.636108398438,1040.83361816406,186.861511230469,106.082145690918,167.520706176758,13.9521255493164,4.47583532333374,3.39374852180481
"120685",142174,1,157,11640,18461,0,576,21,898,6216.9453125,87.3262786865234,45.2650337219238,284.149230957031,6317.74853515625,12.5734968185425,136.877502441406,907.331848144531,3071.595703125,90.5423126220703,545.768371582031,177.106903076172,655.109130859375,1062.484375,189.413146972656,85.0467681884766,394.028961181641,14.442177772522,-0.525307953357697,3.33729076385498
"251289",304216,1,162,21843,18552,0,1559,112,236,4480.6357421875,140.156784057617,42.4364395141602,189.199157714844,4481.80078125,29.9449157714844,70.3135604858398,360.88134765625,32.3855934143066,1639.10595703125,165.555084228516,95.9152526855469,717.661010742188,1542.59326171875,185.771179199219,80.4915237426758,954.61865234375,-5.67727184295654,6.5076904296875,3.42987060546875
"273858",331661,1,138,23319,18222,0,1191,1626,1112,2345.96313476562,17.1142082214355,121.650177001953,77.0620498657227,1772.08093261719,8.98381328582764,55.8875885009766,133.988311767578,16.6924457550049,861.662780761719,91.5791397094727,63.7419052124023,283.360626220703,641.165466308594,117.082733154297,39.0296745300293,2550.9541015625,-6.96502447128296,-0.989832937717438,3.61907839775085
"44728",49367,1,124,5938,16035,0,406,1283,225,3999.484375,361.351104736328,38.026668548584,278.39111328125,4607.42236328125,18.271110534668,36.5155563354492,445.964447021484,259.813323974609,1425.36889648438,176.448883056641,143.053329467773,838.746643066406,756.671081542969,244.808883666992,77.5733337402344,4345.56884765625,3.50610423088074,8.10006237030029,3.52489352226257
"225922",272462,1,161,20040,18632,0,1600,192,665,4562.28125,118.612030029297,45.4466171264648,237.317291259766,4767.18359375,19.3278198242188,109.866165161133,447.138336181641,148.851135253906,95.7172927856445,286.374450683594,91.061653137207,790.971435546875,1334.31726074219,169.678192138672,64.9368438720703,166.827072143555,5.28578472137451,4.10852813720703,3.28400897979736
"136851",161717,1,83,13921,9572,0,1013,352,1668,5554.44775390625,113.125297546387,57.5923271179199,286.757781982422,5078.86669921875,20.0089931488037,62.733814239502,866.036560058594,845.273986816406,184.850723266602,416.964630126953,223.505996704102,722.309326171875,1237.53894042969,188.4052734375,88.0935287475586,157.514389038086,8.26431179046631,1.07091116905212,3.33401870727539
"100140",115920,1,175,11041,21906,0,1821,1622,979,9003.5693359375,1256.55981445312,47.2145042419434,224.968338012695,7936.34423828125,17.869255065918,66.0735473632812,501.205322265625,192.247192382812,2657.75390625,316.581207275391,125.74259185791,852.674133300781,1166.14099121094,165.589370727539,138.155258178711,5558.66796875,4.23639965057373,2.11361050605774,3.39046335220337
"187404",223852,1,70,17635,8612,0,1039,1236,824,5039.69189453125,196.012130737305,54.7657775878906,331.185668945312,4553.509765625,14.8883495330811,93.4259719848633,797.740295410156,1201.70263671875,239.451461791992,452.950256347656,183.484222412109,604.860412597656,981.358032226562,176.964813232422,92.4611663818359,68.7779159545898,9.72373867034912,4.84093618392944,3.37622714042664
"267048",323217,1,103,23547,12543,0,1419,1479,2060,4245.6044921875,83.9825210571289,46.2558250427246,229.19660949707,4087.5048828125,21.6553401947021,38.2611656188965,557.067932128906,80.771842956543,58.6281547546387,368.950012207031,144.042236328125,607.260681152344,3993.0166015625,207.654861450195,106.536895751953,69.0111618041992,-1.32977104187012,16.1815128326416,3.39175820350647
